order_id,user_id,order_date,time,order_hour_of_day,product_name,quantity,price,category,product_id,month,hour,day
1492,240,2024-06-24,1900-01-01 15:22:00,15,Toilet Paper,2,66.99,Household,224,6,15,24
1493,396,2024-07-01,1900-01-01 16:05:00,16,Milk,1,467.53,Dairy & Eggs,351,7,16,1
1493,396,2024-07-01,1900-01-01 16:05:00,16,Shampoo,1,71.9,Personal Care,621,7,16,1
1493,396,2024-07-01,1900-01-01 16:05:00,16,Chips,2,485.28,Snacks,225,7,16,1
1493,396,2024-07-01,1900-01-01 16:05:00,16,Toothpaste,2,239.95,Personal Care,754,7,16,1
1494,486,2024-01-23,1900-01-01 13:48:00,13,Orange,1,295.29,Fruits & Vegetables,529,1,13,23
1494,486,2024-01-23,1900-01-01 13:48:00,13,Potato,2,376.13,Fruits & Vegetables,779,1,13,23
1494,486,2024-01-23,1900-01-01 13:48:00,13,Cake,2,129.46,Bakery,715,1,13,23
1494,486,2024-01-23,1900-01-01 13:48:00,13,Dishwashing Liquid,1,189.57,Household,439,1,13,23
1494,486,2024-01-23,1900-01-01 13:48:00,13,Bread,3,328.61,Bakery,183,1,13,23
1494,486,2024-01-23,1900-01-01 13:48:00,13,Floor Cleaner,2,393.46,Household,141,1,13,23
1494,486,2024-01-23,1900-01-01 13:48:00,13,Banana,1,485.8,Fruits & Vegetables,288,1,13,23
1495,417,2024-03-08,1900-01-01 18:39:00,18,Mixer Grinder,2,253.97,Electronics,604,3,18,8
1495,417,2024-03-08,1900-01-01 18:39:00,18,Pasta,3,412.48,Grains & Staples,788,3,18,8
1495,417,2024-03-08,1900-01-01 18:39:00,18,Chocolate,2,44.57,Snacks,694,3,18,8
1495,417,2024-03-08,1900-01-01 18:39:00,18,Sugar,2,365.05,Grains & Staples,583,3,18,8
1495,417,2024-03-08,1900-01-01 18:39:00,18,Floor Cleaner,1,118.14,Household,375,3,18,8
1496,336,2024-08-25,1900-01-01 14:55:00,14,Coffee,1,265.44,Beverages,685,8,14,25
1496,336,2024-08-25,1900-01-01 14:55:00,14,Fish,1,115.31,Meat & Seafood,683,8,14,25
1496,336,2024-08-25,1900-01-01 14:55:00,14,Biscuits,3,166.43,Snacks,772,8,14,25
1496,336,2024-08-25,1900-01-01 14:55:00,14,Shirt,3,340.91,Clothing,802,8,14,25
1496,336,2024-08-25,1900-01-01 14:55:00,14,Charger,2,179.87,Electronics,695,8,14,25
1497,91,2024-11-23,1900-01-01 13:40:00,13,Shirt,2,62.59,Clothing,634,11,13,23
1497,91,2024-11-23,1900-01-01 13:40:00,13,Salt,2,73.04,Grains & Staples,593,11,13,23
1497,91,2024-11-23,1900-01-01 13:40:00,13,Belt,1,376.77,Clothing Accessories,871,11,13,23
1498,382,2024-12-01,1900-01-01 06:34:00,6,Notebook,1,193.57,Stationery,567,12,6,1
1498,382,2024-12-01,1900-01-01 06:34:00,6,Sugar,1,385.42,Grains & Staples,828,12,6,1
1498,382,2024-12-01,1900-01-01 06:34:00,6,Cake,2,404.56,Bakery,791,12,6,1
1498,382,2024-12-01,1900-01-01 06:34:00,6,Energy Drink,3,401.03,Beverages,203,12,6,1
1499,52,2024-03-30,1900-01-01 06:26:00,6,Cookies,3,131.45,Bakery,721,3,6,30
1499,52,2024-03-30,1900-01-01 06:26:00,6,Tissue,2,254.54,Household,331,3,6,30
1499,52,2024-03-30,1900-01-01 06:26:00,6,Milk,1,73.82,Dairy & Eggs,160,3,6,30
1499,52,2024-03-30,1900-01-01 06:26:00,6,Yogurt,1,47.45,Dairy & Eggs,164,3,6,30
1500,360,2024-08-30,1900-01-01 12:48:00,12,Electric Kettle,3,491.28,Electronics,278,8,12,30
1500,360,2024-08-30,1900-01-01 12:48:00,12,Coffee,3,190.47,Beverages,243,8,12,30
1500,360,2024-08-30,1900-01-01 12:48:00,12,Shampoo,3,43.68,Personal Care,668,8,12,30
1500,360,2024-08-30,1900-01-01 12:48:00,12,Pain Reliever,3,320.76,Health & Wellness,399,8,12,30
1500,360,2024-08-30,1900-01-01 12:48:00,12,Apple,2,277.72,Fruits & Vegetables,293,8,12,30
1501,169,2024-04-22,1900-01-01 13:46:00,13,Fiction Book,1,371.74,Books,105,4,13,22
1501,169,2024-04-22,1900-01-01 13:46:00,13,Mixer Grinder,2,32.91,Electronics,135,4,13,22
1501,169,2024-04-22,1900-01-01 13:46:00,13,Baby Food,1,58.11,Baby Care,889,4,13,22
1501,169,2024-04-22,1900-01-01 13:46:00,13,Chocolate,3,450.28,Snacks,548,4,13,22
1501,169,2024-04-22,1900-01-01 13:46:00,13,Notebook,3,303.36,Stationery,536,4,13,22
1502,194,2024-04-30,1900-01-01 07:37:00,7,Toilet Paper,3,45.69,Household,463,4,7,30
1502,194,2024-04-30,1900-01-01 07:37:00,7,Floor Cleaner,2,131.74,Household,504,4,7,30
1502,194,2024-04-30,1900-01-01 07:37:00,7,Energy Drink,3,439.49,Beverages,559,4,7,30
1502,194,2024-04-30,1900-01-01 07:37:00,7,Popcorn,3,336.49,Snacks,786,4,7,30
1502,194,2024-04-30,1900-01-01 07:37:00,7,Prawns,3,373.37,Meat & Seafood,867,4,7,30
1503,122,2024-04-25,1900-01-01 11:12:00,11,Chocolate,3,305.13,Snacks,167,4,11,25
1503,122,2024-04-25,1900-01-01 11:12:00,11,Soda,3,418.67,Beverages,660,4,11,25
1503,122,2024-04-25,1900-01-01 11:12:00,11,Cookies,2,83.86,Bakery,676,4,11,25
1503,122,2024-04-25,1900-01-01 11:12:00,11,Fiction Book,1,155.54,Books,387,4,11,25
1504,82,2024-09-02,1900-01-01 12:17:00,12,Apple,3,405.17,Fruits & Vegetables,828,9,12,2
1504,82,2024-09-02,1900-01-01 12:17:00,12,Fish,1,198.21,Meat & Seafood,803,9,12,2
1504,82,2024-09-02,1900-01-01 12:17:00,12,Jeans,1,265.78,Clothing,747,9,12,2
1504,82,2024-09-02,1900-01-01 12:17:00,12,Beef,2,186.12,Meat & Seafood,428,9,12,2
1505,329,2024-06-07,1900-01-01 20:20:00,20,Biscuits,2,313.86,Snacks,203,6,20,7
1505,329,2024-06-07,1900-01-01 20:20:00,20,Croissant,3,441.8,Bakery,717,6,20,7
1505,329,2024-06-07,1900-01-01 20:20:00,20,Charger,3,181.23,Electronics,324,6,20,7
1506,111,2024-12-10,1900-01-01 10:51:00,10,Fish,1,305.34,Meat & Seafood,609,12,10,10
1506,111,2024-12-10,1900-01-01 10:51:00,10,Biscuits,3,192.22,Snacks,897,12,10,10
1506,111,2024-12-10,1900-01-01 10:51:00,10,Dress,3,358.5,Clothing,803,12,10,10
1506,111,2024-12-10,1900-01-01 10:51:00,10,Electric Kettle,1,195.32,Electronics,558,12,10,10
1507,360,2024-07-15,1900-01-01 13:28:00,13,Biscuits,1,363.45,Snacks,394,7,13,15
1507,360,2024-07-15,1900-01-01 13:28:00,13,Chocolate,2,371.55,Snacks,400,7,13,15
1507,360,2024-07-15,1900-01-01 13:28:00,13,Mixer Grinder,3,186.26,Electronics,172,7,13,15
1507,360,2024-07-15,1900-01-01 13:28:00,13,Tea,3,219.08,Beverages,468,7,13,15
1507,360,2024-07-15,1900-01-01 13:28:00,13,Belt,2,270.97,Clothing Accessories,485,7,13,15
1507,360,2024-07-15,1900-01-01 13:28:00,13,Fish,1,85.71,Meat & Seafood,562,7,13,15
1507,360,2024-07-15,1900-01-01 13:28:00,13,Fish,1,231.95,Meat & Seafood,410,7,13,15
1508,228,2024-07-08,1900-01-01 20:34:00,20,Educational Book,2,252.44,Books,801,7,20,8
1508,228,2024-07-08,1900-01-01 20:34:00,20,Carrot,3,232.5,Fruits & Vegetables,253,7,20,8
1508,228,2024-07-08,1900-01-01 20:34:00,20,Diapers,1,132.81,Baby Care,398,7,20,8
1508,228,2024-07-08,1900-01-01 20:34:00,20,Toothpaste,3,192.17,Personal Care,346,7,20,8
1509,86,2024-02-05,1900-01-01 06:53:00,6,Tissue,1,441.29,Household,765,2,6,5
1509,86,2024-02-05,1900-01-01 06:53:00,6,Charger,3,358.82,Electronics,639,2,6,5
1509,86,2024-02-05,1900-01-01 06:53:00,6,Cheese,2,465.39,Dairy & Eggs,783,2,6,5
1509,86,2024-02-05,1900-01-01 06:53:00,6,Chips,1,265.79,Snacks,938,2,6,5
1509,86,2024-02-05,1900-01-01 06:53:00,6,Fish,3,189.67,Meat & Seafood,395,2,6,5
1509,86,2024-02-05,1900-01-01 06:53:00,6,Prawns,1,313.94,Meat & Seafood,988,2,6,5
1509,86,2024-02-05,1900-01-01 06:53:00,6,Earphones,1,42.01,Electronics,783,2,6,5
1510,300,2024-08-20,1900-01-01 16:29:00,16,Shampoo,2,263.4,Personal Care,909,8,16,20
1510,300,2024-08-20,1900-01-01 16:29:00,16,Electric Kettle,3,175.66,Electronics,637,8,16,20
1510,300,2024-08-20,1900-01-01 16:29:00,16,Fish,1,257.91,Meat & Seafood,153,8,16,20
1510,300,2024-08-20,1900-01-01 16:29:00,16,Yogurt,1,153.68,Dairy & Eggs,310,8,16,20
1510,300,2024-08-20,1900-01-01 16:29:00,16,Carrot,1,491.07,Fruits & Vegetables,185,8,16,20
1511,309,2024-12-19,1900-01-01 19:25:00,19,Pasta,1,475.61,Grains & Staples,690,12,19,19
1511,309,2024-12-19,1900-01-01 19:25:00,19,Sugar,1,223.09,Grains & Staples,617,12,19,19
1511,309,2024-12-19,1900-01-01 19:25:00,19,Face Wash,3,120.5,Personal Care,662,12,19,19
1511,309,2024-12-19,1900-01-01 19:25:00,19,Vitamins,1,13.22,Health & Wellness,842,12,19,19
1511,309,2024-12-19,1900-01-01 19:25:00,19,Electric Kettle,2,456.11,Electronics,630,12,19,19
1512,205,2024-05-23,1900-01-01 15:49:00,15,Prawns,2,212.54,Meat & Seafood,307,5,15,23
1512,205,2024-05-23,1900-01-01 15:49:00,15,Energy Drink,2,118.31,Beverages,765,5,15,23
1512,205,2024-05-23,1900-01-01 15:49:00,15,Educational Book,1,74.55,Books,735,5,15,23
1513,264,2024-10-25,1900-01-01 22:43:00,22,Popcorn,3,345.25,Snacks,846,10,22,25
1513,264,2024-10-25,1900-01-01 22:43:00,22,Croissant,3,357.87,Bakery,758,10,22,25
1513,264,2024-10-25,1900-01-01 22:43:00,22,Soap,1,332.19,Personal Care,195,10,22,25
1513,264,2024-10-25,1900-01-01 22:43:00,22,Cookies,2,147.66,Bakery,759,10,22,25
1513,264,2024-10-25,1900-01-01 22:43:00,22,Jeans,3,70.26,Clothing,396,10,22,25
1513,264,2024-10-25,1900-01-01 22:43:00,22,Electric Kettle,3,436.61,Electronics,250,10,22,25
1513,264,2024-10-25,1900-01-01 22:43:00,22,Popcorn,3,244.54,Snacks,629,10,22,25
1514,161,2024-01-24,1900-01-01 14:17:00,14,Milk,3,439.12,Dairy & Eggs,389,1,14,24
1514,161,2024-01-24,1900-01-01 14:17:00,14,Saree,2,362.26,Clothing,949,1,14,24
1514,161,2024-01-24,1900-01-01 14:17:00,14,Spinach,1,414.52,Fruits & Vegetables,275,1,14,24
1515,497,2024-04-04,1900-01-01 17:23:00,17,Soda,2,299.85,Beverages,525,4,17,4
1515,497,2024-04-04,1900-01-01 17:23:00,17,Rice,1,129.12,Grains & Staples,328,4,17,4
1515,497,2024-04-04,1900-01-01 17:23:00,17,Prawns,1,250.65,Meat & Seafood,947,4,17,4
1515,497,2024-04-04,1900-01-01 17:23:00,17,Apple,3,171.24,Fruits & Vegetables,492,4,17,4
1515,497,2024-04-04,1900-01-01 17:23:00,17,Biscuits,3,186.47,Snacks,990,4,17,4
1515,497,2024-04-04,1900-01-01 17:23:00,17,Cookies,3,204.26,Bakery,150,4,17,4
1515,497,2024-04-04,1900-01-01 17:23:00,17,Beef,1,264.52,Meat & Seafood,225,4,17,4
1516,289,2024-01-30,1900-01-01 21:38:00,21,Face Wash,3,165.3,Personal Care,463,1,21,30
1516,289,2024-01-30,1900-01-01 21:38:00,21,Soda,2,19.77,Beverages,783,1,21,30
1516,289,2024-01-30,1900-01-01 21:38:00,21,Chips,1,204.36,Snacks,644,1,21,30
1516,289,2024-01-30,1900-01-01 21:38:00,21,Popcorn,2,50.98,Snacks,110,1,21,30
1516,289,2024-01-30,1900-01-01 21:38:00,21,Bread,3,191.47,Bakery,500,1,21,30
1517,468,2024-06-09,1900-01-01 12:50:00,12,Beef,3,479.94,Meat & Seafood,237,6,12,9
1517,468,2024-06-09,1900-01-01 12:50:00,12,Bread,3,297.59,Bakery,443,6,12,9
1517,468,2024-06-09,1900-01-01 12:50:00,12,Cheese,3,462.94,Dairy & Eggs,242,6,12,9
1517,468,2024-06-09,1900-01-01 12:50:00,12,Yogurt,1,240.17,Dairy & Eggs,331,6,12,9
1517,468,2024-06-09,1900-01-01 12:50:00,12,Chips,3,37.38,Snacks,151,6,12,9
1517,468,2024-06-09,1900-01-01 12:50:00,12,Pastry,3,247.6,Bakery,445,6,12,9
1518,218,2024-05-16,1900-01-01 08:06:00,8,Fish,3,227.21,Meat & Seafood,380,5,8,16
1518,218,2024-05-16,1900-01-01 08:06:00,8,Shampoo,3,97.14,Personal Care,783,5,8,16
1518,218,2024-05-16,1900-01-01 08:06:00,8,Educational Book,1,390.88,Books,404,5,8,16
1519,270,2024-09-10,1900-01-01 13:21:00,13,Shoes,3,240.82,Footwear,214,9,13,10
1519,270,2024-09-10,1900-01-01 13:21:00,13,Banana,1,45.62,Fruits & Vegetables,426,9,13,10
1519,270,2024-09-10,1900-01-01 13:21:00,13,Earphones,3,66.15,Electronics,835,9,13,10
1519,270,2024-09-10,1900-01-01 13:21:00,13,Soap,3,217.34,Personal Care,737,9,13,10
1519,270,2024-09-10,1900-01-01 13:21:00,13,Baby Food,2,67.55,Baby Care,378,9,13,10
1519,270,2024-09-10,1900-01-01 13:21:00,13,Tomato,1,409.44,Fruits & Vegetables,234,9,13,10
1520,472,2024-11-23,1900-01-01 12:57:00,12,Vitamins,3,384.78,Health & Wellness,944,11,12,23
1520,472,2024-11-23,1900-01-01 12:57:00,12,Shoes,3,246.44,Footwear,975,11,12,23
1520,472,2024-11-23,1900-01-01 12:57:00,12,Beef,1,102.81,Meat & Seafood,464,11,12,23
1520,472,2024-11-23,1900-01-01 12:57:00,12,Shoes,1,43.28,Footwear,368,11,12,23
1520,472,2024-11-23,1900-01-01 12:57:00,12,Soda,3,468.03,Beverages,962,11,12,23
1520,472,2024-11-23,1900-01-01 12:57:00,12,Dress,3,199.31,Clothing,164,11,12,23
1520,472,2024-11-23,1900-01-01 12:57:00,12,Detergent,2,61.29,Household,406,11,12,23
1521,258,2024-02-03,1900-01-01 18:25:00,18,Tea,1,36.57,Beverages,356,2,18,3
1521,258,2024-02-03,1900-01-01 18:25:00,18,Tissue,2,237.78,Household,998,2,18,3
1521,258,2024-02-03,1900-01-01 18:25:00,18,Croissant,1,390.61,Bakery,965,2,18,3
1521,258,2024-02-03,1900-01-01 18:25:00,18,Wheat Flour,1,377.51,Grains & Staples,137,2,18,3
1521,258,2024-02-03,1900-01-01 18:25:00,18,Carrot,2,121.38,Fruits & Vegetables,720,2,18,3
1521,258,2024-02-03,1900-01-01 18:25:00,18,Lentils,3,478.12,Grains & Staples,626,2,18,3
1521,258,2024-02-03,1900-01-01 18:25:00,18,Beef,3,189.46,Meat & Seafood,433,2,18,3
1522,4,2024-07-16,1900-01-01 18:38:00,18,Toothpaste,2,326.97,Personal Care,595,7,18,16
1522,4,2024-07-16,1900-01-01 18:38:00,18,Popcorn,2,322.95,Snacks,787,7,18,16
1522,4,2024-07-16,1900-01-01 18:38:00,18,Jeans,2,67.26,Clothing,103,7,18,16
1522,4,2024-07-16,1900-01-01 18:38:00,18,Saree,3,183.17,Clothing,718,7,18,16
1522,4,2024-07-16,1900-01-01 18:38:00,18,Carrot,3,426.65,Fruits & Vegetables,274,7,18,16
1523,258,2024-08-12,1900-01-01 19:39:00,19,Milk,3,460.38,Dairy & Eggs,248,8,19,12
1523,258,2024-08-12,1900-01-01 19:39:00,19,Biscuits,3,160.38,Snacks,183,8,19,12
1523,258,2024-08-12,1900-01-01 19:39:00,19,Bread,2,258.35,Bakery,366,8,19,12
1523,258,2024-08-12,1900-01-01 19:39:00,19,Orange,3,377.92,Fruits & Vegetables,269,8,19,12
1523,258,2024-08-12,1900-01-01 19:39:00,19,Baby Food,2,184.35,Baby Care,156,8,19,12
1523,258,2024-08-12,1900-01-01 19:39:00,19,Chips,1,383.78,Snacks,207,8,19,12
1523,258,2024-08-12,1900-01-01 19:39:00,19,Prawns,1,390.03,Meat & Seafood,621,8,19,12
1524,435,2024-05-12,1900-01-01 15:06:00,15,Earphones,3,164.31,Electronics,164,5,15,12
1524,435,2024-05-12,1900-01-01 15:06:00,15,Cake,1,317.51,Bakery,450,5,15,12
1524,435,2024-05-12,1900-01-01 15:06:00,15,Electric Kettle,1,215.31,Electronics,370,5,15,12
1524,435,2024-05-12,1900-01-01 15:06:00,15,Cookies,2,228.43,Bakery,178,5,15,12
1524,435,2024-05-12,1900-01-01 15:06:00,15,Orange,1,367.71,Fruits & Vegetables,475,5,15,12
1525,95,2024-01-17,1900-01-01 08:59:00,8,Shoes,3,279.94,Footwear,677,1,8,17
1525,95,2024-01-17,1900-01-01 08:59:00,8,Fiction Book,1,187.83,Books,631,1,8,17
1525,95,2024-01-17,1900-01-01 08:59:00,8,Dishwashing Liquid,3,320.78,Household,137,1,8,17
1525,95,2024-01-17,1900-01-01 08:59:00,8,Sugar,1,153.33,Grains & Staples,953,1,8,17
1526,438,2024-05-17,1900-01-01 20:58:00,20,Pastry,2,408.96,Bakery,763,5,20,17
1526,438,2024-05-17,1900-01-01 20:58:00,20,Mixer Grinder,3,150.02,Electronics,514,5,20,17
1526,438,2024-05-17,1900-01-01 20:58:00,20,Tomato,3,125.26,Fruits & Vegetables,373,5,20,17
1526,438,2024-05-17,1900-01-01 20:58:00,20,Belt,3,323.37,Clothing Accessories,701,5,20,17
1526,438,2024-05-17,1900-01-01 20:58:00,20,Apple,3,449.51,Fruits & Vegetables,775,5,20,17
1527,319,2024-07-02,1900-01-01 15:09:00,15,Croissant,1,21.05,Bakery,613,7,15,2
1527,319,2024-07-02,1900-01-01 15:09:00,15,Sugar,2,17.68,Grains & Staples,401,7,15,2
1527,319,2024-07-02,1900-01-01 15:09:00,15,Pastry,3,318.56,Bakery,857,7,15,2
1527,319,2024-07-02,1900-01-01 15:09:00,15,Carrot,1,90.48,Fruits & Vegetables,134,7,15,2
1527,319,2024-07-02,1900-01-01 15:09:00,15,Banana,3,130.9,Fruits & Vegetables,994,7,15,2
1528,263,2024-08-06,1900-01-01 14:58:00,14,Coffee,2,233.73,Beverages,262,8,14,6
1528,263,2024-08-06,1900-01-01 14:58:00,14,Detergent,3,431.32,Household,428,8,14,6
1528,263,2024-08-06,1900-01-01 14:58:00,14,Prawns,1,256.2,Meat & Seafood,890,8,14,6
1528,263,2024-08-06,1900-01-01 14:58:00,14,Phone Cover,1,469.99,Electronics,511,8,14,6
1528,263,2024-08-06,1900-01-01 14:58:00,14,Pastry,1,334.38,Bakery,441,8,14,6
1528,263,2024-08-06,1900-01-01 14:58:00,14,Pen,1,431.27,Stationery,234,8,14,6
1528,263,2024-08-06,1900-01-01 14:58:00,14,Vitamins,2,121.04,Health & Wellness,523,8,14,6
1529,358,2024-12-08,1900-01-01 16:09:00,16,Phone Cover,3,250.73,Electronics,110,12,16,8
1529,358,2024-12-08,1900-01-01 16:09:00,16,Cheese,2,280.1,Dairy & Eggs,190,12,16,8
1529,358,2024-12-08,1900-01-01 16:09:00,16,Tomato,2,298.22,Fruits & Vegetables,234,12,16,8
1530,136,2024-07-06,1900-01-01 08:55:00,8,Pasta,3,321.91,Grains & Staples,910,7,8,6
1530,136,2024-07-06,1900-01-01 08:55:00,8,Face Wash,1,450.68,Personal Care,808,7,8,6
1530,136,2024-07-06,1900-01-01 08:55:00,8,Banana,2,448.43,Fruits & Vegetables,167,7,8,6
1530,136,2024-07-06,1900-01-01 08:55:00,8,Chicken Breast,1,151.98,Meat & Seafood,923,7,8,6
1530,136,2024-07-06,1900-01-01 08:55:00,8,Yogurt,1,459.32,Dairy & Eggs,754,7,8,6
1530,136,2024-07-06,1900-01-01 08:55:00,8,Shirt,2,49.14,Clothing,647,7,8,6
1530,136,2024-07-06,1900-01-01 08:55:00,8,Pain Reliever,3,87.94,Health & Wellness,467,7,8,6
1531,295,2024-07-07,1900-01-01 14:06:00,14,Fiction Book,2,357.35,Books,412,7,14,7
1531,295,2024-07-07,1900-01-01 14:06:00,14,Cake,3,380.21,Bakery,713,7,14,7
1531,295,2024-07-07,1900-01-01 14:06:00,14,Cake,2,133.0,Bakery,110,7,14,7
1531,295,2024-07-07,1900-01-01 14:06:00,14,Chicken Breast,2,108.63,Meat & Seafood,799,7,14,7
1531,295,2024-07-07,1900-01-01 14:06:00,14,Lentils,3,305.47,Grains & Staples,625,7,14,7
1531,295,2024-07-07,1900-01-01 14:06:00,14,Biscuits,2,65.85,Snacks,597,7,14,7
1531,295,2024-07-07,1900-01-01 14:06:00,14,Soap,3,260.34,Personal Care,399,7,14,7
1532,276,2024-05-25,1900-01-01 12:20:00,12,Dress,1,403.87,Clothing,849,5,12,25
1532,276,2024-05-25,1900-01-01 12:20:00,12,Wheat Flour,2,100.72,Grains & Staples,751,5,12,25
1532,276,2024-05-25,1900-01-01 12:20:00,12,Orange,3,134.02,Fruits & Vegetables,565,5,12,25
1532,276,2024-05-25,1900-01-01 12:20:00,12,Coffee,2,125.6,Beverages,559,5,12,25
1532,276,2024-05-25,1900-01-01 12:20:00,12,Pain Reliever,1,220.61,Health & Wellness,101,5,12,25
1533,378,2024-06-30,1900-01-01 21:04:00,21,Belt,2,357.61,Clothing Accessories,470,6,21,30
1533,378,2024-06-30,1900-01-01 21:04:00,21,Yogurt,2,203.34,Dairy & Eggs,858,6,21,30
1533,378,2024-06-30,1900-01-01 21:04:00,21,Electric Kettle,1,343.52,Electronics,394,6,21,30
1533,378,2024-06-30,1900-01-01 21:04:00,21,Potato,1,366.38,Fruits & Vegetables,738,6,21,30
1534,51,2024-07-09,1900-01-01 06:37:00,6,Belt,2,234.46,Clothing Accessories,194,7,6,9
1534,51,2024-07-09,1900-01-01 06:37:00,6,Educational Book,3,464.09,Books,200,7,6,9
1534,51,2024-07-09,1900-01-01 06:37:00,6,Cooking Oil,1,349.49,Grains & Staples,943,7,6,9
1535,323,2024-08-24,1900-01-01 10:55:00,10,Wheat Flour,1,463.88,Grains & Staples,863,8,10,24
1535,323,2024-08-24,1900-01-01 10:55:00,10,Dishwashing Liquid,3,455.68,Household,294,8,10,24
1535,323,2024-08-24,1900-01-01 10:55:00,10,Bread,2,324.39,Bakery,645,8,10,24
1535,323,2024-08-24,1900-01-01 10:55:00,10,Dress,3,128.59,Clothing,799,8,10,24
1535,323,2024-08-24,1900-01-01 10:55:00,10,Tea,3,16.52,Beverages,722,8,10,24
1535,323,2024-08-24,1900-01-01 10:55:00,10,Pain Reliever,3,142.16,Health & Wellness,447,8,10,24
1535,323,2024-08-24,1900-01-01 10:55:00,10,Detergent,1,203.33,Household,670,8,10,24
1536,396,2024-06-06,1900-01-01 13:10:00,13,Toilet Paper,2,189.41,Household,578,6,13,6
1536,396,2024-06-06,1900-01-01 13:10:00,13,Pain Reliever,3,426.96,Health & Wellness,828,6,13,6
1536,396,2024-06-06,1900-01-01 13:10:00,13,Wheat Flour,3,329.07,Grains & Staples,609,6,13,6
1537,478,2024-06-28,1900-01-01 11:57:00,11,Dishwashing Liquid,1,55.84,Household,181,6,11,28
1537,478,2024-06-28,1900-01-01 11:57:00,11,Baby Food,1,261.86,Baby Care,104,6,11,28
1537,478,2024-06-28,1900-01-01 11:57:00,11,Dress,1,318.11,Clothing,643,6,11,28
1537,478,2024-06-28,1900-01-01 11:57:00,11,Shampoo,1,374.79,Personal Care,345,6,11,28
1537,478,2024-06-28,1900-01-01 11:57:00,11,Pastry,2,149.55,Bakery,363,6,11,28
1537,478,2024-06-28,1900-01-01 11:57:00,11,Chicken Breast,2,474.02,Meat & Seafood,103,6,11,28
1537,478,2024-06-28,1900-01-01 11:57:00,11,Marker,3,221.47,Stationery,221,6,11,28
1538,36,2024-07-24,1900-01-01 14:40:00,14,Face Wash,2,443.38,Personal Care,375,7,14,24
1538,36,2024-07-24,1900-01-01 14:40:00,14,Educational Book,1,112.29,Books,189,7,14,24
1538,36,2024-07-24,1900-01-01 14:40:00,14,Dress,3,94.25,Clothing,911,7,14,24
1538,36,2024-07-24,1900-01-01 14:40:00,14,Vitamins,3,101.32,Health & Wellness,396,7,14,24
1538,36,2024-07-24,1900-01-01 14:40:00,14,Onion,3,62.14,Fruits & Vegetables,153,7,14,24
1538,36,2024-07-24,1900-01-01 14:40:00,14,Coffee,2,155.43,Beverages,831,7,14,24
1538,36,2024-07-24,1900-01-01 14:40:00,14,Cake,2,474.96,Bakery,838,7,14,24
1539,458,2024-08-27,1900-01-01 06:56:00,6,Face Wash,2,146.96,Personal Care,961,8,6,27
1539,458,2024-08-27,1900-01-01 06:56:00,6,Fish,2,37.96,Meat & Seafood,409,8,6,27
1539,458,2024-08-27,1900-01-01 06:56:00,6,Floor Cleaner,3,277.27,Household,794,8,6,27
1540,13,2024-04-02,1900-01-01 18:11:00,18,Eggs,2,258.42,Dairy & Eggs,760,4,18,2
1540,13,2024-04-02,1900-01-01 18:11:00,18,Toilet Paper,3,350.65,Household,305,4,18,2
1540,13,2024-04-02,1900-01-01 18:11:00,18,Bread,1,418.47,Bakery,975,4,18,2
1541,43,2024-04-14,1900-01-01 08:12:00,8,Detergent,2,99.12,Household,325,4,8,14
1541,43,2024-04-14,1900-01-01 08:12:00,8,Phone Cover,3,301.3,Electronics,298,4,8,14
1541,43,2024-04-14,1900-01-01 08:12:00,8,Detergent,3,297.49,Household,348,4,8,14
1541,43,2024-04-14,1900-01-01 08:12:00,8,Soap,3,499.07,Personal Care,990,4,8,14
1542,478,2024-11-06,1900-01-01 07:11:00,7,Pastry,1,334.09,Bakery,170,11,7,6
1542,478,2024-11-06,1900-01-01 07:11:00,7,Spices,3,142.25,Grains & Staples,401,11,7,6
1542,478,2024-11-06,1900-01-01 07:11:00,7,Jeans,3,130.3,Clothing,590,11,7,6
1542,478,2024-11-06,1900-01-01 07:11:00,7,Educational Book,1,399.13,Books,110,11,7,6
1542,478,2024-11-06,1900-01-01 07:11:00,7,Toothpaste,3,260.79,Personal Care,178,11,7,6
1543,83,2024-08-11,1900-01-01 12:32:00,12,Spinach,1,72.45,Fruits & Vegetables,293,8,12,11
1543,83,2024-08-11,1900-01-01 12:32:00,12,Milk,3,457.78,Dairy & Eggs,648,8,12,11
1543,83,2024-08-11,1900-01-01 12:32:00,12,Biscuits,2,95.17,Snacks,376,8,12,11
1543,83,2024-08-11,1900-01-01 12:32:00,12,Beef,2,170.0,Meat & Seafood,401,8,12,11
1543,83,2024-08-11,1900-01-01 12:32:00,12,Saree,1,206.56,Clothing,976,8,12,11
1543,83,2024-08-11,1900-01-01 12:32:00,12,Toilet Paper,3,374.98,Household,675,8,12,11
1543,83,2024-08-11,1900-01-01 12:32:00,12,Pastry,2,16.12,Bakery,422,8,12,11
1544,311,2024-01-25,1900-01-01 21:31:00,21,Beef,3,139.18,Meat & Seafood,898,1,21,25
1544,311,2024-01-25,1900-01-01 21:31:00,21,Wheat Flour,1,292.43,Grains & Staples,166,1,21,25
1544,311,2024-01-25,1900-01-01 21:31:00,21,Prawns,2,409.91,Meat & Seafood,844,1,21,25
1544,311,2024-01-25,1900-01-01 21:31:00,21,Prawns,1,16.9,Meat & Seafood,288,1,21,25
1545,305,2024-12-17,1900-01-01 13:18:00,13,Banana,3,498.86,Fruits & Vegetables,359,12,13,17
